1536	13167	13167	4948.96	0.375861	0.375861
1576	3713	3713	1474.18	0.397032	0.397032
1595	2234	2234	820.573	0.367311	0.367311
1602	5365	5365	3404.61	0.634596	0.634596
1632	3072	3072	20173.1	6.56678	6.56678
1658	1553	1553	1899.67	1.22322	1.22322
1761	6238	6238	28638.4	4.59095	4.59095
1774	3103	3103	80295.3	25.8767	25.8767
1776	1949	1949	1335.55	0.68525	0.68525
1784	9185	9185	6055.84	0.659318	0.659318
1795	9691	9691	3604.12	0.371904	0.371904
1804	2769	2769	1671.08	0.603495	0.603495
1811	8184	8184	7808.41	0.954106	0.954106
1814	8509	8509	3377.1	0.396885	0.396885
1829	5188	5188	29082.6	5.60575	5.60575
1839	4955	4955	4373.69	0.882681	0.882681
1842	6550	6550	3917.44	0.598083	0.598083
1885	15142	15142	21969.9	1.45092	1.45092
1904	1703	1703	2020.34	1.18634	1.18634
1943	4715	4715	6549.49	1.38908	1.38908
1946	10319	10319	7118.98	0.68989	0.68989
1954	10530	10530	34546.7	3.28079	3.28079
1957	9782	9782	28815.9	2.94581	2.94581
1962	30818	30818	101400	3.29029	3.29029
1978	8690	8690	33299.6	3.83194	3.83194
2013	5428	5428	6667.13	1.22828	1.22828
2051	6787	6787	17449.5	2.57102	2.57102
2074	15650	15650	69120.4	4.41664	4.41664
2083	4554	4554	8850.39	1.94343	1.94343
2084	15990	15990	10646.8	0.665839	0.665839
2089	1802	1802	2245.45	1.24609	1.24609
2092	4410	4410	15191.2	3.44473	3.44473
2138	12692	12692	4334.09	0.341482	0.341482
2140	16479	16479	10289.8	0.624417	0.624417
2145	6350	6350	1543.23	0.243028	0.243028
2156	15532	15532	4098.36	0.263865	0.263865
2164	16952	16952	4651.49	0.274392	0.274392
2166	8664	8664	7897.26	0.911502	0.911502
2181	7391	7391	3232.01	0.43729	0.43729
2183	20578	20578	49809.7	2.42053	2.42053
2184	27394	27394	21209.9	0.774253	0.774253
2185	9854	9854	18005.9	1.82727	1.82727
2196	4705	4705	18832.7	4.00269	4.00269
2204	11785	11785	12662.1	1.07443	1.07443
2208	2315	2315	3948.09	1.70544	1.70544
2215	17820	17820	15932.6	0.894086	0.894086
2217	1154	1154	1738.08	1.50614	1.50614
2227	2654	2654	1474.1	0.555424	0.555424
2234	973	973	7039	7.23432	7.23432
2280	9682	9682	3237.23	0.334356	0.334356
2317	12018	12018	6704.12	0.55784	0.55784
2320	5021	5021	12153	2.42044	2.42044
2324	12624	12624	4807.34	0.380809	0.380809
2331	3808	3808	51713.4	13.5802	13.5802
2335	5647	5647	2950.82	0.522546	0.522546
2341	14096	14096	55358.1	3.92722	3.92722
2345	7585	7585	87756.4	11.5697	11.5697
2349	5074	5074	8811.94	1.73668	1.73668
2351	12439	12439	23280.9	1.87161	1.87161
2354	3283	3283	587.113	0.178834	0.178834
2364	20903	20903	58755.3	2.81085	2.81085
2368	9968	9968	15972.5	1.60238	1.60238
2369	16831	16831	32867.4	1.95279	1.95279
2371	7840	7840	48734.5	6.21613	6.21613
2376	14658	14658	36671.1	2.50178	2.50178
2382	12385	12385	4598.98	0.371334	0.371334
2386	4153	4153	2206.83	0.531383	0.531383
2405	7421	7421	94659.9	12.7557	12.7557
2414	6411	6411	16014.6	2.49798	2.49798
2497	1253	1253	749.086	0.597834	0.597834
2509	15099	15099	10331.5	0.684253	0.684253
2515	18116	18116	24169.8	1.33417	1.33417
2518	15528	15528	7225.57	0.465325	0.465325
2540	7088	7088	1300.45	0.183472	0.183472
2541	5627	5627	1362.22	0.242087	0.242087
2550	4010	4010	1017.24	0.253676	0.253676
2816	1958	1958	605.132	0.309056	0.309056
2830	6523	6523	1674.65	0.25673	0.25673
2859	13471	13471	32757.2	2.43169	2.43169
2887	8491	8491	20541.4	2.41919	2.41919
2916	4491	4491	1119.24	0.249219	0.249219
2991	4958	4958	1570.99	0.316859	0.316859
3150	2541	2541	386.273	0.152016	0.152016
3280	11458	11458	9680.72	0.844888	0.844888
3282	7185	7185	3865.47	0.537991	0.537991
3293	5642	5642	17821.7	3.15876	3.15876
3315	6682	6682	3416.16	0.511248	0.511248
3317	5871	5871	24449.5	4.16445	4.16445
3324	14673	14673	24732.7	1.68559	1.68559
3329	3490	3490	1091.59	0.312776	0.312776
3334	8749	8749	2768.07	0.316387	0.316387
3343	28897	28897	78835.4	2.72815	2.72815
3344	15130	15130	20104.7	1.3288	1.3288
3352	7119	7119	3527.25	0.495469	0.495469
3362	4018	4018	1431.1	0.356173	0.356173
3367	6322	6322	68070.7	10.7673	10.7673
3379	1264	1264	2472.17	1.95583	1.95583
3389	15542	15542	71784.9	4.61877	4.61877
3396	4525	4525	6216.4	1.37379	1.37379
3397	17476	17476	8862.47	0.507122	0.507122
3398	4963	4963	1721.11	0.346788	0.346788
3412	15487	15487	92481.4	5.97155	5.97155
3428	6504	6504	11293.4	1.73638	1.73638
3447	9861	9861	3675.74	0.372755	0.372755
3448	15910	15910	13710.4	0.861749	0.861749
3450	13883	13883	2785.07	0.20061	0.20061
3456	12658	12658	4785.45	0.378058	0.378058
3467	18087	18087	10502.6	0.58067	0.58067
3468	5803	5803	2161.51	0.372482	0.372482
3472	8455	8455	4716.45	0.557829	0.557829
3475	4472	4472	1686.46	0.377116	0.377116
3476	1084	1084	1831.47	1.68955	1.68955
3479	5578	5578	2664	0.47759	0.47759
3480	3894	3894	4653.58	1.19506	1.19506
3506	4913	4913	42859.2	8.72363	8.72363
3525	2187	2187	1508.78	0.689885	0.689885
3526	8326	8326	62332.7	7.48651	7.48651
3644	10177	10177	6654.28	0.653855	0.653855
3648	3525	3525	6252.21	1.77368	1.77368
3657	17145	17145	62790.1	3.6623	3.6623
3666	8282	8282	23431.2	2.82917	2.82917
3683	2276	2276	1585.22	0.696494	0.696494
3690	2586	2586	1964.75	0.759765	0.759765
3705	10542	10542	33568.7	3.18428	3.18428
3722	5136	5136	4261.9	0.829809	0.829809
3726	15201	15201	79599.5	5.23646	5.23646
3729	5840	5840	2517.42	0.431065	0.431065
3739	7989	7989	5517.93	0.690691	0.690691
3884	15129	15129	4029.46	0.26634	0.26634
3897	4271	4271	2378	0.556778	0.556778
3953	3688	3688	884.669	0.239878	0.239878
3982	4551	4551	1211.82	0.266275	0.266275
4044	9525	9525	2575.84	0.270429	0.270429
4051	9882	9882	29799.2	3.0155	3.0155
4059	3068	3068	5840.51	1.90369	1.90369
4120	5773	5773	71705	12.4208	12.4208
4128	6292	6292	33703.5	5.35657	5.35657
4141	20069	20069	53627	2.67213	2.67213
4191	2872	2872	40702.8	14.1723	14.1723
4196	12405	12405	21409.1	1.72584	1.72584
4198	18925	18925	10868.7	0.574305	0.574305
4207	2966	2966	52573.2	17.7253	17.7253
4216	2435	2435	1051.06	0.431648	0.431648
4219	8358	8358	2416.11	0.289077	0.289077
4245	9858	9858	19148.9	1.94247	1.94247
4250	1952	1952	789.569	0.404492	0.404492
4265	15245	15245	11091	0.727519	0.727519
4276	13611	13611	3697.52	0.271657	0.271657
4288	6168	6168	2205.57	0.357583	0.357583
4325	13227	13227	6987.96	0.528311	0.528311
4327	15550	15550	5682.93	0.365462	0.365462
4330	3089	3089	9864.94	3.19357	3.19357
4343	1114	1114	599.582	0.538224	0.538224
4345	8211	8211	5736.8	0.698672	0.698672
4370	5009	5009	891.557	0.177991	0.177991
4377	5487	5487	2218.27	0.404277	0.404277
4421	5729	5729	1480.06	0.258344	0.258344
4422	22790	22790	39474.3	1.73209	1.73209
4433	6311	6311	1135.55	0.179931	0.179931
4442	1899	1899	34211.5	18.0155	18.0155
4450	10796	10796	17896.6	1.65771	1.65771
4455	7213	7213	45524.2	6.31141	6.31141
4466	10908	10908	6909.96	0.633476	0.633476
4468	7691	7691	11979.8	1.55764	1.55764
4478	2286	2286	37241.7	16.2912	16.2912
4492	5669	5669	3377.13	0.595719	0.595719
4528	2629	2629	1962.12	0.746336	0.746336
4585	17831	17831	37085.8	2.07985	2.07985
4599	6042	6042	3708.02	0.613708	0.613708
4603	8028	8028	64795	8.07112	8.07112
4614	4567	4567	3689.04	0.807761	0.807761
4648	22178	22178	5931.33	0.267442	0.267442
4661	32637	32637	12938.3	0.396431	0.396431
4674	8300	8300	5297.97	0.63831	0.63831
4713	2826	2826	52126	18.4451	18.4451
4721	31079	31079	19791.1	0.636801	0.636801
4735	13079	13079	7518.67	0.574866	0.574866
4757	1392	1392	22202.4	15.95	15.95
4783	11466	11466	2494.96	0.217596	0.217596
4870	15430	15430	4325.43	0.280326	0.280326
4883	10060	10060	7414.69	0.737047	0.737047
4886	5473	5473	3029.36	0.553509	0.553509
4899	2979	2979	3639.94	1.22187	1.22187
4909	6000	6000	55491.3	9.24855	9.24855
4927	17507	17507	15803.7	0.902708	0.902708
4943	9036	9036	2728.1	0.301915	0.301915
4952	11359	11359	35273.9	3.10537	3.10537
5004	2039	2039	884.43	0.433757	0.433757
5005	2457	2457	1724.21	0.701755	0.701755
5007	10654	10654	4304.94	0.404068	0.404068
5016	560	560	421.001	0.751787	0.751787
5072	3803	3803	43522.9	11.4444	11.4444
5079	12953	12953	21497	1.65962	1.65962
5087	3576	3576	2067.26	0.578094	0.578094
5094	9205	9205	4383.6	0.476219	0.476219
5105	7411	7411	101218	13.6578	13.6578
5111	2493	2493	8925.08	3.58006	3.58006
5117	15318	15318	15510.1	1.01254	1.01254
5138	4091	4091	18124.5	4.43035	4.43035
5150	10891	10891	42348.4	3.88838	3.88838
5156	11007	11007	54871.4	4.98514	4.98514
5161	1904	1904	21213.6	11.1416	11.1416
5163	10656	10656	58210.8	5.46272	5.46272
5182	15237	15237	30456.3	1.99884	1.99884
5183	12648	12648	9568.93	0.756557	0.756557
5196	4126	4126	90874.8	22.0249	22.0249
5202	15743	15743	62192	3.95046	3.95046
5216	6626	6626	3847.13	0.580611	0.580611
5226	9472	9472	4253.49	0.449059	0.449059
5233	5015	5015	1727.86	0.344538	0.344538
5243	11664	11664	8720.96	0.747681	0.747681
5274	12429	12429	7798.21	0.627421	0.627421
5301	729	729	7521.31	10.3173	10.3173
5302	2697	2697	8342.94	3.09341	3.09341
5320	11351	11351	20260.2	1.78488	1.78488
5325	2472	2472	27037.7	10.9376	10.9376
5338	15303	15303	6561.77	0.42879	0.42879
5348	1493	1493	671.649	0.449865	0.449865
5363	3514	3514	3411.82	0.970922	0.970922
5373	14040	14040	20540	1.46296	1.46296
5382	12648	12648	9435.8	0.746031	0.746031
5409	1311	1311	2899.54	2.2117	2.2117
5419	20160	20160	36830.8	1.82693	1.82693
5478	4386	4386	1975.47	0.450403	0.450403
5484	32675	32675	118145	3.61577	3.61577
5502	6473	6473	9628.87	1.48754	1.48754
5522	6344	6344	28058.4	4.42283	4.42283
5548	5607	5607	8403.63	1.49877	1.49877
5561	10836	10836	11003.9	1.0155	1.0155
5567	17012	17012	9963.09	0.585651	0.585651
5602	6546	6546	7878.29	1.20353	1.20353
5606	17717	17717	57508.1	3.24593	3.24593
5616	11524	11524	65064.3	5.64598	5.64598
5620	12120	12120	15496.7	1.27861	1.27861
5631	3715	3715	6393.78	1.72107	1.72107
5658	3570	3570	39275.8	11.0016	11.0016
5660	10795	10795	9867.07	0.914041	0.914041
5661	4892	4892	8101.67	1.65611	1.65611
5666	10540	10540	3938.14	0.373637	0.373637
5671	10935	10935	3599.4	0.329163	0.329163
5681	5418	5418	27793.3	5.1298	5.1298
5691	9540	9540	5994.14	0.628317	0.628317
5693	4458	4458	11567.4	2.59476	2.59476
5694	21070	21070	11026.7	0.523335	0.523335
5702	7370	7370	37452.7	5.08178	5.08178
5708	9699	9699	17004.6	1.75324	1.75324
5720	1215	1215	49681.6	40.8902	40.8902
5728	1956	1956	35936.2	18.3723	18.3723
5736	7543	7543	3664.41	0.485803	0.485803
5739	11409	11409	7081.27	0.620674	0.620674
5751	9110	9110	1774.08	0.19474	0.19474
5755	8750	8750	24543.6	2.80498	2.80498
5767	3151	3151	5224.08	1.65791	1.65791
5769	7204	7204	34168.2	4.74295	4.74295
5779	9366	9366	10893.5	1.16309	1.16309
5782	4625	4625	33775.3	7.30277	7.30277
5816	9686	9686	60596.1	6.25605	6.25605
5840	3280	3280	46366.9	14.1362	14.1362
5845	7153	7153	11544.6	1.61395	1.61395
5854	6225	6225	10038.2	1.61256	1.61256
5855	11261	11261	9679.3	0.859542	0.859542
5860	6722	6722	24286.4	3.61298	3.61298
5861	6271	6271	29916.3	4.77057	4.77057
5864	26570	26570	48756.8	1.83503	1.83503
5869	1818	1818	1687.9	0.928437	0.928437
5880	29861	29861	99516.4	3.33265	3.33265
5925	2805	2805	14015.8	4.99673	4.99673
5944	2558	2558	1804.72	0.705521	0.705521
5946	7673	7673	34936.7	4.55319	4.55319
5947	1187	1187	2460.82	2.07314	2.07314
5951	10599	10599	39787.9	3.75393	3.75393
5953	32891	32891	33458.8	1.01726	1.01726
5955	9462	9462	6604.57	0.69801	0.69801
5983	5486	5486	65379.9	11.9176	11.9176
5986	16388	16388	35565.9	2.17024	2.17024
6008	3247	3247	3666.88	1.12931	1.12931
6015	5009	5009	15375.1	3.0695	3.0695
6016	12378	12378	16118.2	1.30216	1.30216
6043	9215	9215	28398.8	3.08181	3.08181
6045	1994	1994	2730.14	1.36918	1.36918
6050	18991	18991	278605	14.6704	14.6704
6058	10066	10066	32613.6	3.23997	3.23997
6061	12928	12928	8302.47	0.642208	0.642208
6064	19384	19384	42900.1	2.21317	2.21317
6093	6677	6677	24245.6	3.63122	3.63122
6102	14451	14451	95340.2	6.59748	6.59748
6113	11181	11181	18713.7	1.67371	1.67371
6114	8674	8674	11790.6	1.3593	1.3593
6118	12028	12028	26063.8	2.16693	2.16693
6119	3686	3686	20612.8	5.59219	5.59219
6127	7815	7815	24461.6	3.13009	3.13009
6137	30916	30916	72741.1	2.35286	2.35286
6142	7866	7866	21332	2.71192	2.71192
6167	8669	8669	8383.35	0.96705	0.96705
6172	48856	48856	96938.5	1.98417	1.98417
6173	4614	4614	12612.1	2.73345	2.73345
6175	17332	17332	21819.2	1.2589	1.2589
6176	485	485	1245.27	2.56757	2.56757
6177	3731	3731	23790.9	6.37656	6.37656
6179	13183	13183	8366	0.634605	0.634605
6187	14625	14625	85025.7	5.81373	5.81373
6188	26934	26934	65874.8	2.44579	2.44579
6190	7906	7906	7518.7	0.951011	0.951011
6201	4405	4405	43651.4	9.90952	9.90952
6211	20163	20163	6493.12	0.322032	0.322032
6222	10104	10104	5783.32	0.572379	0.572379
6224	21417	21417	90102.1	4.20704	4.20704
6282	10455	10455	4904.06	0.469064	0.469064
6285	13370	13370	25120.4	1.87886	1.87886
6291	7303	7303	42395.9	5.80527	5.80527
6303	6916	6916	8275.94	1.19664	1.19664
6305	2646	2646	7959.66	3.00819	3.00819
6307	8757	8757	4279.14	0.488653	0.488653
6310	6608	6608	2977.34	0.450566	0.450566
6386	5289	5289	1313.85	0.248412	0.248412
6450	2314	2314	757.09	0.327178	0.327178
6638	4957	4957	22271.7	4.49298	4.49298
6639	11973	11973	7219.61	0.602991	0.602991
6645	6144	6144	161058	26.2138	26.2138
6677	4442	4442	2110.94	0.475224	0.475224
6685	4100	4100	2349.7	0.573097	0.573097
6696	15374	15374	24570.2	1.59817	1.59817
6697	2956	2956	2815.44	0.952449	0.952449
6702	5362	5362	12801.3	2.38741	2.38741
6726	1466	1466	35903.1	24.4905	24.4905
6749	17943	17943	5971.43	0.3328	0.3328
6766	7876	7876	54246.8	6.88761	6.88761
6774	15953	15953	13135.2	0.823371	0.823371
6782	7734	7734	2933.42	0.379288	0.379288
6789	2560	2560	1305.25	0.509864	0.509864
6809	6829	6829	2371.16	0.347219	0.347219
6828	15244	15244	7097.27	0.465578	0.465578
6837	12366	12366	16784.4	1.35731	1.35731
6843	8143	8143	87319.2	10.7232	10.7232
6847	17522	17522	14795.7	0.844408	0.844408
6853	7109	7109	2762.35	0.38857	0.38857
6864	4433	4433	2823.63	0.636957	0.636957
6866	8858	8858	34705.4	3.91797	3.91797
6887	4379	4379	8601.29	1.96421	1.96421
6899	10535	10535	52705.7	5.00292	5.00292
6914	9364	9364	47264.7	5.04749	5.04749
6931	11017	11017	28103.5	2.55092	2.55092
6937	1771	1771	30623.4	17.2916	17.2916
6956	3389	3389	23718.2	6.99859	6.99859
6960	8663	8663	16304.7	1.88211	1.88211
6961	1489	1489	6125.7	4.11397	4.11397
6962	22489	22489	81192	3.6103	3.6103
6966	5456	5456	3691.97	0.676681	0.676681
6967	1622	1622	2149.96	1.3255	1.3255
6974	8637	8637	29778.4	3.44778	3.44778
6980	1517	1517	2482.22	1.63627	1.63627
6983	20075	20075	76799.9	3.82565	3.82565
6984	10750	10750	29480.5	2.74238	2.74238
6985	11111	11111	9311.33	0.838028	0.838028
6991	5221	5221	14854.7	2.84518	2.84518
7004	8232	8232	1685.09	0.2047	0.2047
7018	1863	1863	811.173	0.435412	0.435412
7040	3349	3349	33279.6	9.93716	9.93716
7041	3055	3055	37114.2	12.1487	12.1487
7049	11041	11041	7179.96	0.6503	0.6503
7056	15102	15102	5277.67	0.349468	0.349468
7057	20285	20285	12156.2	0.599271	0.599271
7070	20623	20623	86651.5	4.20169	4.20169
7080	9259	9259	4482.43	0.484117	0.484117
7083	33158	33158	8868.02	0.267447	0.267447
7100	3973	3973	21298.1	5.36071	5.36071
7125	16353	16353	9350.12	0.571768	0.571768
7140	3968	3968	3464.83	0.873193	0.873193
7156	6921	6921	29898	4.3199	4.3199
7170	9892	9892	3795.74	0.383718	0.383718
7192	9078	9078	15169.7	1.67104	1.67104
7194	2966	2966	2642.95	0.891084	0.891084
7201	14361	14361	29653	2.06483	2.06483
7314	10606	10606	2623.68	0.247377	0.247377
7419	6830	6830	1292.93	0.189301	0.189301
7424	2905	2905	213.031	0.0733324	0.0733324
7591	6738	6738	1094.45	0.16243	0.16243
7615	4434	4434	2055.82	0.46365	0.46365
7616	14268	14268	3331.56	0.233499	0.233499
7620	791	791	351.879	0.444854	0.444854
7621	16615	16615	6631.46	0.399125	0.399125
7633	4659	4659	5593.65	1.20061	1.20061
7634	6873	6873	29951.3	4.35781	4.35781
7650	3774	3774	1312.92	0.347886	0.347886
7654	4787	4787	1955.82	0.408569	0.408569
7668	1523	1523	16950	11.1294	11.1294
7677	24077	24077	70201.6	2.91571	2.91571
7681	6774	6774	7339.32	1.08345	1.08345
7709	9730	9730	49545.3	5.09202	5.09202
7720	2103	2103	19839.2	9.43375	9.43375
7728	8884	8884	6217.62	0.699867	0.699867
7745	9119	9119	13068	1.43305	1.43305
7804	13259	13259	38364.4	2.89346	2.89346
7811	6123	6123	11117.9	1.81576	1.81576
7813	16968	16968	12319.4	0.726035	0.726035
7825	1782	1782	24969.3	14.012	14.012
7840	2000	2000	21836.6	10.9183	10.9183
7849	7775	7775	9969.73	1.28228	1.28228
7861	16755	16755	116985	6.98208	6.98208
7879	12701	12701	61126.9	4.81276	4.81276
7894	14154	14154	63617.8	4.49469	4.49469
7930	20324	20324	48333.3	2.37814	2.37814
7937	11809	11809	26135	2.21314	2.21314
7942	15389	15389	227835	14.805	14.805
7953	1254	1254	18395.6	14.6696	14.6696
7976	29084	29084	23589.7	0.81109	0.81109
7984	3915	3915	82697.7	21.1233	21.1233
7990	5013	5013	37694.9	7.51943	7.51943
7991	11511	11511	42975.2	3.7334	3.7334
7994	5229	5229	5070.27	0.969645	0.969645
8003	5221	5221	24467.4	4.68635	4.68635
8007	11954	11954	77126.7	6.45196	6.45196
8085	11760	11760	4251.44	0.361517	0.361517
8137	13888	13888	3448.16	0.248283	0.248283
8254	7210	7210	75496.8	10.4711	10.4711
8266	2266	2266	21167.9	9.34152	9.34152
8273	2070	2070	1195.28	0.57743	0.57743
8283	6510	6510	36735	5.64285	5.64285
8310	4526	4526	14356.8	3.17207	3.17207
8332	1579	1579	166.907	0.105704	0.105704
8336	6240	6240	1069.06	0.171323	0.171323
8338	3398	3398	7101.95	2.09004	2.09004
8339	6154	6154	51460.6	8.36214	8.36214
8356	3573	3573	44724.1	12.5172	12.5172
8359	4486	4486	4396.88	0.980133	0.980133
8372	11909	11909	30054	2.52364	2.52364
8380	15869	15869	27588.3	1.7385	1.7385
8382	9979	9979	52959.7	5.30712	5.30712
8392	4131	4131	842.753	0.204007	0.204007
8403	6306	6306	2390.6	0.3791	0.3791
8462	16619	16619	6327.4	0.380733	0.380733
8485	2332	2332	80.7114	0.0346104	0.0346104
8615	4946	4946	35715.7	7.22113	7.22113
8621	5575	5575	2632.53	0.472203	0.472203
8626	17052	17052	5706.48	0.334652	0.334652
8638	10136	10136	28034.5	2.76583	2.76583
8660	5626	5626	1708.86	0.303744	0.303744
8671	9108	9108	6320.29	0.693928	0.693928
8712	4118	4118	7843.41	1.90466	1.90466
8763	288	288	280.443	0.973761	0.973761
8786	20370	20370	8741.83	0.429152	0.429152
8797	13462	13462	26242.7	1.94939	1.94939
8799	4725	4725	24250.3	5.13234	5.13234
8821	7833	7833	4768.36	0.608752	0.608752
8829	2594	2594	1482.75	0.571608	0.571608
8833	11292	11292	3867.72	0.342518	0.342518
8834	547	547	488.295	0.892678	0.892678
8850	19150	19150	12720.1	0.664233	0.664233
8867	5906	5906	15130	2.56181	2.56181
8874	2137	2137	3573.94	1.67241	1.67241
8875	9553	9553	57042.3	5.97114	5.97114
8901	17501	17501	127905	7.30844	7.30844
8922	4508	4508	29220.9	6.482	6.482
8939	5692	5692	41317	7.25879	7.25879
8945	10480	10480	11755	1.12166	1.12166
8973	2068	2068	520.96	0.251915	0.251915
8976	15847	15847	54376	3.43131	3.43131
8982	307	307	651.239	2.1213	2.1213
8989	22312	22312	27645.1	1.23902	1.23902
8994	9099	9099	43672	4.79965	4.79965
9022	15907	15907	10615.9	0.66737	0.66737
9026	9110	9110	12468.9	1.3687	1.3687
9034	5199	5199	12874.7	2.47639	2.47639
9036	11109	11109	2588.24	0.232986	0.232986
9039	2308	2308	17611.6	7.63068	7.63068
9063	10413	10413	5667.58	0.544279	0.544279
9076	4449	4449	62835.3	14.1235	14.1235
9100	17046	17046	32658.7	1.91592	1.91592
9110	4689	4689	1025.77	0.218761	0.218761
9125	10971	10971	23731.2	2.16309	2.16309
9149	9877	9877	9883.77	1.00069	1.00069
9164	13297	13297	19043.9	1.4322	1.4322
9224	20014	20014	14288.4	0.713919	0.713919
9250	10679	10679	6724.01	0.629648	0.629648
9273	6201	6201	2966.57	0.478402	0.478402
9282	10794	10794	8968.14	0.830845	0.830845
9432	14261	14261	6968.42	0.488634	0.488634
9462	11650	11650	5475.4	0.469992	0.469992
9464	7780	7780	5053.5	0.64955	0.64955
9529	5088	5088	1648.3	0.323958	0.323958
9554	2355	2355	40369.9	17.1422	17.1422
9556	5103	5103	8347.28	1.63576	1.63576
9594	8227	8227	3450.59	0.419423	0.419423
9619	5564	5564	18960	3.40761	3.40761
9626	3656	3656	28418	7.77298	7.77298
9639	4340	4340	3239.61	0.746455	0.746455
9641	4885	4885	11033.5	2.25864	2.25864
9642	15772	15772	41854	2.65369	2.65369
9644	5121	5121	5638.72	1.1011	1.1011
9660	1460	1460	15548.1	10.6494	10.6494
9673	2340	2340	1319.01	0.56368	0.56368
9674	2672	2672	10373.1	3.88217	3.88217
9707	2694	2694	3401.22	1.26252	1.26252
9718	18819	18819	8782.06	0.466659	0.466659
9720	8739	8739	2431.21	0.278203	0.278203
9754	15084	15084	13306.9	0.882189	0.882189
9776	8677	8677	1325.67	0.15278	0.15278
9778	14424	14424	9277.79	0.643219	0.643219
9787	3849	3849	2857.92	0.742511	0.742511
9793	18417	18417	17885.2	0.971127	0.971127
9796	10274	10274	93294.9	9.08068	9.08068
9804	5224	5224	20199.7	3.8667	3.8667
