ft_name,n_seq_real,n_seq_shuf,odds_ratio,p_value,fdr
OAF1,20442,20463,0.542931731667737,0.995751005565514,1
TGIF1,8667,8935,0.948040641311953,0.996368890053674,1
CEP3,20436,20459,0.557076576825186,0.996390743367817,1
GLI3,12648,12921,0.944810990293168,0.997401148342123,1
PPARG,20226,20291,0.749507620379133,0.999041438757823,1
STB5,20457,20476,0.38672500797189,0.999048117838116,1
bZIP911,19824,19930,0.83589678313114,0.999062385762112,1
YNR063W,20440,20465,0.478592121544762,0.999097964136477,1
YLR278C,20442,20469,0.412484071318721,0.999791095088337,1
CHA4,20405,20444,0.52912040314472,0.999830119406995,1
GATA1::TAL1,20080,20179,0.753645119727768,0.999919447110898,1
OPI1,20389,20435,0.534159672498628,0.999940591943142,1
SKN7,20381,20430,0.540767254667158,0.999957366532374,1
URC2,20441,20471,0.361160957486179,0.999961813213904,1
UGA3,20358,20416,0.552284030648714,0.999986060160788,1
LEU3,20270,20350,0.630549812521351,0.999992529136666,1
ceh-10::ttx-3,20273,20354,0.620786509418914,0.999995236415409,1
ZSCAN4,14750,15167,0.901833773700928,0.999998358243549,1
ARO80,20415,20461,0.369020662152987,0.999999189468345,1
YAP3,20383,20442,0.436814174153493,0.999999642080288,1
YER184C,20412,20462,0.341258848284795,0.999999881382987,1
STP1,20327,20411,0.476303491741671,0.999999988319773,1
STP3,20415,20467,0.286976197977654,0.999999991090876,1
Mad,20048,20198,0.654206840373747,0.999999992371542,1
RDS2,20407,20464,0.295448566239393,0.999999997145323,1
TEA1,20408,20465,0.286735131312824,0.999999998050861,1
DAL82,20423,20473,0.230226166918279,0.999999998482235,1
gt,20236,20351,0.540590122993589,0.999999998684475,1
MAC1,19994,20167,0.644234263385874,0.99999999967782,1
DAL81,25,88,0.283251237788242,0.999999999730053,1
HAP5,20285,20392,0.470435828852725,0.999999999883603,1
PUT3,20326,20420,0.417807575774671,0.999999999908026,1
STP4,20386,20457,0.302847041381615,0.999999999931975,1
mab-3,19847,20056,0.666934448955241,0.999999999964022,1
snpc-4,19992,20174,0.627364490117282,0.999999999965176,1
SIP4,20395,20463,0.267954453972763,0.999999999973808,1
STP2,20301,20411,0.409533757658081,0.999999999998284,1
MBP1::SWI6,20394,20469,0.201401933215485,0.999999999999963,1
XBP1,20372,20459,0.248962528498982,0.999999999999982,1
JUND,20365,20456,0.259033690290708,0.99999999999999,1
ABF1,18280,20469,0.00768626392418557,1,1
ABF3,16772,20477,0.00243908113732165,1,1
ABF4,18294,20475,0.00528008965554242,1,1
ABI3,18294,20478,0.00409979004595968,1,1
ABI5,17497,20123,0.106116894157387,1,1
ABR1,17758,20228,0.0836138137469925,1,1
AG,18243,20432,0.0222964093684169,1,1
AGL1,18289,20476,0.00485313956571096,1,1
AGL13,17677,18741,0.586217233605561,1,1
AGL15,18034,19921,0.20915518075678,1,1
AGL16,18161,20246,0.0932922579552211,1,1
AGL27,18102,19941,0.20809913122335,1,1
AGL3,18244,20415,0.0290622558321347,1,1
AGL42,18274,20464,0.00968257731646998,1,1
AGL55,18290,20480,0.00326842899372899,1,1
AGL6,17936,19503,0.354968229425043,1,1
AGL63,18146,20258,0.0879731892416671,1,1
AHL12,18266,20412,0.0306055057510291,1,1
AHL20,18252,20380,0.0432592983260678,1,1
AHL25,18229,20299,0.0751429517260039,1,1
AIB,18160,20356,0.0505720519218158,1,1
AIL6,18291,20475,0.00527188544891923,1,1
AIL7,18292,20477,0.00444733724348592,1,1
ALX3,18297,20482,0.00245655885357975,1,1
ANL2,17925,19827,0.233168131366687,1,1
ANT,18080,20276,0.0785089691231333,1,1
AP1,18292,20465,0.00936381594150916,1,1
AP3,18263,20420,0.0273155935152895,1,1
AP4,16766,20449,0.00859407846203038,1,1
ARALYDRAFT_484486,17977,20091,0.141484697721018,1,1
ARALYDRAFT_493022,18035,20067,0.154267978348962,1,1
ARALYDRAFT_495258,17977,20091,0.141484697721018,1,1
ARALYDRAFT_496250,16855,18655,0.455864659219113,1,1
ARALYDRAFT_897773,18258,20448,0.016025906364426,1,1
ARF1,18183,20409,0.0305345538889604,1,1
ARF10,16749,20431,0.0125057585484154,1,1
ARF13,16511,20181,0.0631583571421548,1,1
ARF14,16204,19985,0.0952117078647187,1,1
ARF16,16779,20477,0.0024447122734709,1,1
ARF18,16775,20477,0.0024414918739458,1,1
ARF2,18292,20478,0.00409559390701523,1,1
ARF25,16730,20407,0.0176924389463065,1,1
ARF27,16779,20479,0.00199790143602584,1,1
ARF29,16769,20467,0.00461743974176542,1,1
ARF3,18253,20454,0.0135817928542531,1,1
ARF34,16777,20475,0.00289063443328449,1,1
ARF35,16770,20467,0.00461898111928141,1,1
ARF36,16749,20433,0.0120652887042977,1,1
ARF39,16771,20470,0.00394491617945184,1,1
ARF4,16776,20479,0.00199592753033492,1,1
ARF5,18284,20470,0.00729608363816429,1,1
ARF7,16753,20458,0.00657903507863275,1,1
ARF8,18297,20484,0.00163531874763038,1,1
ARGFX,18087,20309,0.0664208773417033,1,1
ARNT2,17930,20274,0.0739910051989402,1,1
ARR11,18277,20468,0.00807900604806149,1,1
ARR14,18258,20461,0.0108074148108471,1,1
ARR18,18296,20480,0.00327847859338712,1,1
ARR2,18160,20359,0.049416224822536,1,1
ASCL1,18293,20480,0.00327344690197358,1,1
ASG1,20252,20462,0.109043763930268,1,1
ASIL2,16604,20412,0.015934284434847,1,1
ASR1,16718,20439,0.0106365832571097,1,1
ASR3,16777,20475,0.00289063443328449,1,1
AT1G14600,18292,20476,0.00486069104075229,1,1
AT1G19000,18091,20293,0.072536377724974,1,1
AT1G19040,15589,19719,0.124072930064196,1,1
AT1G72740,17819,20089,0.13261631913021,1,1
AT1G74840,18194,20395,0.0361672763918516,1,1
AT1G76870,18270,20467,0.00845347698604648,1,1
AT2G38090,18216,20236,0.0998499643362745,1,1
AT2G38300,16742,20398,0.0197493346733102,1,1
AT2G40260,18206,20268,0.0866034484442458,1,1
AT3G10030,18290,20470,0.00731840405107293,1,1
AT3G10580,18229,20338,0.0594933901526121,1,1
AT3G46070,18286,20460,0.0113684349213314,1,1
AT5G04390,16778,20473,0.00334028054528843,1,1
AT5G04760,16772,20477,0.00243908113732165,1,1
AT5G05090,16765,20464,0.00528209745522297,1,1
AT5G05550,16547,20404,0.0173074953012473,1,1
AT5G05790,18232,20365,0.0488008119223718,1,1
AT5G47660,18252,20441,0.018783890902198,1,1
AT5G56840,18207,20342,0.0572698601615759,1,1
AT5G61620,18196,20339,0.0581385848522508,1,1
ATF2,18246,20428,0.0239331137728962,1,1
ATF3,8751,10980,0.645660148404309,1,1
ATF4,18186,20372,0.044985995845463,1,1
ATF6,13799,17704,0.324411415780589,1,1
ATF7,14459,17822,0.358762499207611,1,1
ATHB-12,18294,20479,0.00368716575985652,1,1
ATHB-13,18024,19985,0.184143779510883,1,1
ATHB-15,17756,19672,0.269599664546808,1,1
ATHB-16,17867,19815,0.231536713173698,1,1
ATHB-20,17931,19782,0.250277594704343,1,1
ATHB-23,15561,18387,0.360894354984782,1,1
ATHB-4,18209,20389,0.0387974012093489,1,1
ATHB-40,17676,19309,0.38382330900312,1,1
ATHB-5,16758,20452,0.00791070273389902,1,1
ATHB-51,18206,20366,0.047782474261953,1,1
ATHB-53,17848,19670,0.281156080735795,1,1
ATHB-6,18296,20483,0.00204459570663408,1,1
ATHB-7,18037,20157,0.120853733365173,1,1
ATHB-9,17442,19993,0.141794400414009,1,1
ATHB-X,18003,20056,0.156069396852934,1,1
ATMYB31,16756,20450,0.00834576372815172,1,1
ATOH7,18281,20472,0.00647473565076541,1,1
Alx1,18143,20380,0.0410022156292351,1,1
Alx4,18161,20410,0.029822019946991,1,1
Ar,15525,17680,0.496826936497652,1,1
Arid3b,18237,20358,0.0517225404088488,1,1
Arid5a,18278,20464,0.00970223041042752,1,1
Arntl,18273,20471,0.00685197378709867,1,1
Arx,18095,20323,0.0613653915871464,1,1
Ascl2,18264,20420,0.0273294264607474,1,1
At3g11280,18262,20405,0.0333723333753155,1,1
Atbf,16764,20465,0.00506005525574615,1,1
Atf1,18224,20460,0.0110195071140928,1,1
Atf3,16777,20476,0.00266674101754118,1,1
Atoh1,18292,20480,0.00327177273722918,1,1
Atoh7,16778,20478,0.00222044727322727,1,1
BACH1,16640,20330,0.03360945817852,1,1
BACH2,16081,18108,0.47960144372921,1,1
BAM8,16523,20264,0.0460670579350729,1,1
BARHL1,16771,20479,0.00199264478509473,1,1
BARHL2,18293,20477,0.00444964646980002,1,1
BARX1,18279,20476,0.00482811687081761,1,1
BARX2,18276,20450,0.0153614100598548,1,1
BATF,18293,20475,0.00527735241448056,1,1
BATF3,18289,20467,0.00853540019113221,1,1
BATF::JUN,18291,20470,0.00732213597522702,1,1
BCL6,18198,20402,0.0334993086625486,1,1
BCL6B,1923,2603,0.711714565979431,1,1
BEAF-32,18034,20418,0.0251705402499405,1,1
BEE2,18293,20481,0.00286219838000921,1,1
BEH2,16785,19010,0.352427665578165,1,1
BEH3,17395,19647,0.240745701312444,1,1
BEH4,16924,19154,0.330729181294801,1,1
BHLH104,15769,17489,0.573031939600366,1,1
BHLH112,17919,20164,0.112086289410203,1,1
BHLH122,16524,20293,0.0400583238748584,1,1
BHLH13,18195,20379,0.0424436746574103,1,1
BHLH3,18272,20464,0.00967277738562771,1,1
BHLH34,18081,20278,0.0777972384932272,1,1
BHLH49,16032,19694,0.145043773629827,1,1
BHLH72,18130,20298,0.0719848932267351,1,1
BHLH74,16524,20244,0.0502453798808117,1,1
BHLH78,18153,20306,0.0697000391488825,1,1
BHLHA15,16453,20201,0.0579334776904973,1,1
BHLHE22,18216,20390,0.0385367555961053,1,1
BHLHE23,17176,19667,0.216496993652085,1,1
BHLHE40,18081,20290,0.0733143627740976,1,1
BHLHE41,16333,18300,0.469997689462319,1,1
BIM1,16391,20090,0.0792645581803194,1,1
BIM2,16666,20359,0.0276310907153849,1,1
BIM3,18288,20477,0.00443812143001641,1,1
BNC2,16777,20476,0.00266674101754118,1,1
BPE,16535,20243,0.0506278646150512,1,1
BRN2,16590,20340,0.0309698551936462,1,1
BSX,18288,20478,0.00408722461567992,1,1
BZIP11,17118,19460,0.268341086305724,1,1
BZIP16,17347,19586,0.254349666226427,1,1
BZIP18,16725,20419,0.0150332572728654,1,1
BZIP2,15317,19154,0.206306654174578,1,1
BZIP28,17937,20236,0.0875671732905615,1,1
BZIP3,17827,20069,0.139885992637337,1,1
BZIP30,16779,20482,0.00132960605654895,1,1
BZIP42,16867,19300,0.286735887302683,1,1
BZIP43,18044,20197,0.106382102721953,1,1
BZIP44,16468,19162,0.283486054431191,1,1
BZIP48,16719,19224,0.2916754379171,1,1
BZIP52,18233,20422,0.0261084822753283,1,1
BZIP53,16943,19375,0.274562562758557,1,1
BZIP60,18286,20481,0.00285198297848795,1,1
BZIP63,16609,20417,0.0149041606994999,1,1
BZIP68,17981,20191,0.105508940959211,1,1
BZIP69,16345,19660,0.166160966588247,1,1
BZR1,17109,19533,0.247562673441961,1,1
BZR2,18143,20373,0.0436747469832192,1,1
Bach1::Mafk,17931,20042,0.156073668360806,1,1
Bcl11B,16780,20479,0.0019985601160739,1,1
Bhlha15,16754,20434,0.0118645150132095,1,1
Brachyury,16778,20477,0.00244390652067253,1,1
Bsx,16778,20478,0.00222044727322727,1,1
CAD1,16735,20434,0.0117910330829739,1,1
CAMTA1,17477,20262,0.0647577742655136,1,1
CAMTA2,18289,20482,0.00244653057879168,1,1
CAMTA3,18284,20479,0.00366837165317242,1,1
CAT8,20298,20463,0.130524314911087,1,1
CBF1,16592,20274,0.0449548157554121,1,1
CCA1,18161,20277,0.0812168152825992,1,1
CDC5,18266,20463,0.0100459591784287,1,1
CDF2,18297,20481,0.00286806514926729,1,1
CDF3,16767,20456,0.0070507882775409,1,1
CDF5,18207,20070,0.166265934831622,1,1
CDX1,16593,20314,0.036491736235398,1,1
CDX2,18289,20473,0.00609444951944985,1,1
CDX4,17183,19011,0.403934438418591,1,1
CEBPA,18282,20470,0.00728867048786247,1,1
CEBPB,13106,17640,0.286676357150093,1,1
CEBPD,18287,20471,0.00690084656568016,1,1
CEBPE,14649,18905,0.210084252491122,1,1
CEBPG,18267,20456,0.0128715088314684,1,1
CIN5,16672,20323,0.0354730703621545,1,1
CLOCK,16751,20459,0.0063551884234845,1,1
CREB1,18290,20476,0.00485565442194322,1,1
CREB3,17908,20251,0.0812370587891752,1,1
CREB3L1,17709,20030,0.145730496492786,1,1
CREB3L4,18294,20477,0.00445195781109003,1,1
CREM,16766,20469,0.00416291087017497,1,1
CRF2,17580,20241,0.0737758996529509,1,1
CRF4,16612,20322,0.0350108955248165,1,1
CTCFL,18244,20406,0.0326719566550751,1,1
CUX1,16694,20454,0.00731620324096118,1,1
CUX2,18221,20452,0.0141548102188688,1,1
Cebpg,16780,20478,0.0022219116442961,1,1
Clamp,16705,20390,0.0211997850718398,1,1
Creb1,15895,19896,0.102989877770372,1,1
Creb3l2,18065,20303,0.067957205645026,1,1
Creb5,15942,18773,0.320372547665331,1,1
Crx,16767,20474,0.00310454025122974,1,1
DBP,17621,19921,0.1749104986875,1,1
DEAR3,17224,19982,0.133647294417861,1,1
DF1,18229,20366,0.048329734464024,1,1
DIV1,18113,20239,0.0938347265551139,1,1
DLX1,16779,20483,0.00110735596234102,1,1
DLX6,18294,20483,0.00204250491014594,1,1
DMRT3,18183,20422,0.0254696286608452,1,1
DMRTA1,18272,20466,0.00886555715599046,1,1
DMRTA2,18296,20480,0.00327847859338712,1,1
DMRTC2,18271,20466,0.00886107235829298,1,1
DOF1.5,18247,20362,0.0503735269669369,1,1
DOF1.6,18276,20458,0.0121204240950749,1,1
DOF1.7,18266,20375,0.0455838274005081,1,1
DOF1.8,18297,20483,0.00204564253946069,1,1
DOF2.2,16604,20027,0.0984160774563449,1,1
DOF2.4,18297,20485,0.00122559002970107,1,1
DOF2.5,18296,20481,0.00286659644344197,1,1
DOF3.2,18247,20347,0.0564068042025014,1,1
DOF3.4,18282,20436,0.0211082932546571,1,1
DOF3.5,18248,20384,0.0415654557503293,1,1
DOF3.6,18261,20252,0.0955596228194973,1,1
DOF4.2,18212,20241,0.0976511106638665,1,1
DOF4.3,14979,17820,0.407095366603108,1,1
DOF4.5,18265,20419,0.0277488046652283,1,1
DOF5.1,18258,20269,0.0884676958104445,1,1
DOF5.3,18297,20485,0.00122559002970107,1,1
DOF5.4,18257,20385,0.0413502106569732,1,1
DOF5.6,18297,20485,0.00122559002970107,1,1
DOF5.7,18297,20485,0.00122559002970107,1,1
DOF5.8,18218,20108,0.151684258244248,1,1
DPBF3,16462,20227,0.0527640759457919,1,1
DPRX,18287,20471,0.00690084656568016,1,1
DREB1A,18231,20446,0.01660368749137,1,1
DREB1B,18217,20443,0.0176704152880101,1,1
DREB1C,18243,20455,0.0131154514530269,1,1
DREB1D,17533,20252,0.0691484212118382,1,1
DREB1E,17903,20300,0.0641661107385646,1,1
DREB1F,16742,20474,0.00307917904080746,1,1
DREB1G,17313,20095,0.106653101468853,1,1
DREB2A,17902,20277,0.0720449278310085,1,1
DREB2C,18248,20457,0.0123497301578838,1,1
DREB2D,18103,20322,0.0619742074044736,1,1
DREB2E,17535,20237,0.0736537986618425,1,1
DREB2F,17939,20087,0.140510227570146,1,1
DREB2G,18120,20282,0.077724230744413,1,1
DRGX,18281,20474,0.00565686275120356,1,1
DUXA,15449,19165,0.211652981473582,1,1
DYT1,18260,20444,0.0176516855634521,1,1
Dlx-b,16760,20474,0.00309740470074871,1,1
Dlx-c,16755,20459,0.00636351832492633,1,1
Dlx2,16772,20474,0.00310965359221448,1,1
Dlx3,18297,20484,0.00163531874763038,1,1
Dlx4,18296,20484,0.00163448218447664,1,1
Dlx5,16769,20468,0.00439213838888381,1,1
Dmbx1,18266,20456,0.0128650090031314,1,1
Dmrt1,18268,20433,0.0221736706953569,1,1
Dref,10394,17650,0.165579590142805,1,1
Dux,16265,19887,0.116417508738284,1,1
E2F1,17664,20292,0.0604459587512155,1,1
E2F2,17680,20291,0.0611574386531966,1,1
E2F3,4525,12179,0.193401728741726,1,1
E2F4,16927,20016,0.112105047629416,1,1
E2F6,18277,20456,0.0129368306976413,1,1
E2F7,4031,7325,0.440165600411392,1,1
E2F8,16753,20461,0.00592006900140794,1,1
E2FA,18275,20471,0.00685891774629486,1,1
E2FC,14296,18416,0.259800756380522,1,1
E2FD,5427,8597,0.49840321740311,1,1
E2FE,4975,8597,0.443583917939046,1,1
EBF1,18267,20437,0.0205438201866387,1,1
EBF3,18272,20443,0.0181640569884668,1,1
EFM,18089,20290,0.0735908816042922,1,1
EGR1,18229,20419,0.0272508276095853,1,1
EGR2,18011,20220,0.0963814287601792,1,1
EGR3,16713,18329,0.521511896831259,1,1
EGR4,18225,20427,0.0240801970290609,1,1
EHF,18294,20474,0.00569501365257043,1,1
EIL3,16738,20440,0.010486934975754,1,1
EIL4,16761,20462,0.00571543573184554,1,1
ELF1,18293,20468,0.00814503173067204,1,1
ELF2,16727,20393,0.0206919325904219,1,1
ELF3,18296,20476,0.00487079199239451,1,1
ELF4,17965,20187,0.106178413612494,1,1
ELK1,17971,20332,0.0547629614597343,1,1
ELK1::HOXA1,16592,20358,0.0271964503947479,1,1
ELK1::HOXB13,15926,19855,0.111319885675468,1,1
ELK1::SREBF2,16250,20093,0.0753842213919582,1,1
ELK3,16103,20225,0.0477557795699292,1,1
EMX1,18168,20348,0.0538642286509719,1,1
EMX2,18257,20442,0.0184290618243474,1,1
EN1,18292,20477,0.00444733724348592,1,1
EN2,16771,20480,0.00177021022149009,1,1
EOMES,18288,20475,0.00526370374046587,1,1
ERF,18254,20460,0.0111859235342608,1,1
ERF003,18017,20242,0.0886170536682965,1,1
ERF008,18287,20479,0.00367399188365878,1,1
ERF010,16705,20433,0.0118935600224627,1,1
ERF011,16704,20445,0.00928814273634292,1,1
ERF012,17915,20127,0.124895328073917,1,1
ERF013,17685,20016,0.148802594678489,1,1
ERF014,17816,20031,0.152142234883257,1,1
ERF015,16670,20420,0.0145527230268035,1,1
ERF017,17821,20311,0.0582052362544214,1,1
ERF018,18139,20419,0.0260728215796823,1,1
ERF019,17144,20011,0.122222606114141,1,1
ERF021,16735,20450,0.00828865223125959,1,1
ERF023,18101,20430,0.0215517613793449,1,1
ERF025,15934,20287,0.0346684239863536,1,1
ERF027,16732,20457,0.00675225493954595,1,1
ERF034,17412,20187,0.0844084176141947,1,1
ERF035,16841,19913,0.133365130898674,1,1
ERF036,18096,20436,0.0192671276746234,1,1
ERF037,17265,20129,0.0955461653589136,1,1
ERF038,16690,20431,0.0122680158707343,1,1
ERF039,16756,20459,0.00636560359091957,1,1
ERF043,16480,19758,0.151902525755909,1,1
ERF054,18005,20356,0.0470239380582805,1,1
ERF055,17747,20248,0.076748496838479,1,1
ERF057,16545,20237,0.0520461111272532,1,1
ERF069,18297,20484,0.00163531874763038,1,1
ERF073,15873,19537,0.167427859875448,1,1
ERF086,17518,20016,0.139108383266149,1,1
ERF087,17277,19837,0.176561993601547,1,1
ERF091,17335,19407,0.306252061836616,1,1
ERF094,17989,20115,0.13349783186537,1,1
ERF095,17703,19808,0.218225102130706,1,1
ERF096,18291,20477,0.00444503012924346,1,1
ERF10,17806,20073,0.137275990229695,1,1
ERF104,17757,19882,0.198169847886327,1,1
ERF105,17413,19456,0.300376970966153,1,1
ERF109,17951,20337,0.0525202717683317,1,1
ERF11,16644,20369,0.0252971027348013,1,1
ERF112,18155,20353,0.0516031391139569,1,1
ERF115,16344,20134,0.0693494950338237,1,1
ERF118,18005,20299,0.0675369897311981,1,1
ERF122,18258,20446,0.0168297650807947,1,1
ERF13,17950,20345,0.0496981094900855,1,1
ERF15,16653,20371,0.0249387556405921,1,1
ERF1B,18240,20448,0.0158818205133731,1,1
ERF2,17874,19999,0.167220814632301,1,1
ERF3,16635,20311,0.0376260703294002,1,1
ERF4,16482,20367,0.0244420270426037,1,1
ERF5,18003,20168,0.114958305448124,1,1
ERF6,15685,19030,0.250211332223727,1,1
ERF7,18296,20484,0.00163448218447664,1,1
ERF8,16452,20259,0.0460794146174645,1,1
ERF9,17933,20110,0.13194307275968,1,1
ERF::FIGLA,15709,19094,0.23999033718254,1,1
ERF::FOXI1,16778,20481,0.0015516028308859,1,1
ERF::FOXO1,16769,20462,0.00573046553222843,1,1
ERF::HOXB13,16776,20475,0.00288968187761378,1,1
ERF::NHLH1,16097,19555,0.174913221797993,1,1
ERF::SREBF2,14841,19206,0.175434758047588,1,1
ESRRA,18295,20468,0.00815335270099167,1,1
ESRRB,17724,19990,0.159776435523165,1,1
ESX1,16753,20469,0.00414490335210994,1,1
ETS1,18262,20439,0.0196852017234397,1,1
ETS2,18108,20240,0.0932311648300577,1,1
ETV1,18296,20473,0.00611625388525792,1,1
ETV2,18095,20257,0.086233837833704,1,1
ETV2::DRGX,16735,20432,0.0122294222671498,1,1
ETV2::FIGLA,16708,20394,0.0203452735527428,1,1
ETV2::FOXI1,16775,20466,0.00485269614534427,1,1
ETV2::HOXB13,16368,20194,0.0578418637816562,1,1
ETV3,18291,20477,0.00444503012924346,1,1
ETV4,16746,20444,0.00963564603832357,1,1
ETV5,16299,20272,0.0414601190834462,1,1
ETV5::DRGX,16772,20469,0.00417126473449268,1,1
ETV5::FIGLA,16549,20070,0.0875093472124531,1,1
ETV5::FOXI1,16762,20461,0.00593755848680506,1,1
ETV5::FOXO1,16777,20477,0.00244310120338743,1,1
ETV5::HOXA2,16743,20448,0.00874883097829062,1,1
ETV6,18282,20444,0.0178493560550251,1,1
ETV7,18292,20464,0.00977158027106875,1,1
EVX1,18297,20482,0.00245655885357975,1,1
EVX2,18296,20482,0.00245530130554033,1,1
Ebf2,18271,20445,0.0173452702258022,1,1
Elba1,16778,20478,0.00222044727322727,1,1
Elba2,16780,20480,0.00177546457355273,1,1
Elf5,16779,20476,0.00266849978052856,1,1
Emx,16780,20478,0.0022219116442961,1,1
Erf-a,16779,20479,0.00199790143602584,1,1
Erg,16778,20470,0.00395417057644285,1,1
Esrrg,18269,20449,0.0157110474469226,1,1
Ets21C,18062,20328,0.0585776062411651,1,1
Etv1/4/5,16778,20476,0.00266762016125381,1,1
FAR1,16319,19499,0.198546379034255,1,1
FERD3L,16939,18344,0.557859233761523,1,1
FEV,16458,20302,0.0374170384117922,1,1
FHY3,18206,20449,0.015224334637017,1,1
FIGLA,18293,20472,0.00651441056887548,1,1
FLC,18242,20320,0.0671770734286709,1,1
FLI1,18193,20382,0.0412289366282083,1,1
FLI1::DRGX,16752,20462,0.00569860415926605,1,1
FLI1::FOXI1,16770,20466,0.00484460367583455,1,1
FOS,19922,20253,0.408404271907024,1,1
FOS::JUN,18297,20481,0.00286806514926729,1,1
FOS::JUNB,18194,20380,0.0420315811618599,1,1
FOS::JUND,18156,20344,0.0550913366087147,1,1
FOSB::JUN,18272,20460,0.0112879372740925,1,1
FOSB::JUNB,18292,20480,0.00327177273722918,1,1
FOSL1,18263,20448,0.0160663443394317,1,1
FOSL1::JUN,18294,20481,0.00286366306065359,1,1
FOSL1::JUNB,18295,20480,0.0032767998279488,1,1
FOSL1::JUND,18297,20484,0.00163531874763038,1,1
FOSL2::JUN,18289,20471,0.00690787920112203,1,1
FOSL2::JUNB,18258,20450,0.0152223278329156,1,1
FOSL2::JUND,18279,20468,0.00808720693802666,1,1
FOXA1,18290,20466,0.00894698155446852,1,1
FOXA2,18288,20463,0.0101586694042403,1,1
FOXA3,18294,20481,0.00286366306065359,1,1
FOXB1,18273,20429,0.023854727684547,1,1
FOXC1,18270,20437,0.0205750174589635,1,1
FOXC2,18278,20451,0.0149712318176564,1,1
FOXD2,16703,20322,0.0360490201670093,1,1
FOXD3,16757,20461,0.00592783168712642,1,1
FOXE1,16696,20332,0.0337840782841457,1,1
FOXG1,18191,20306,0.0709990899484427,1,1
FOXI1,18269,20448,0.0161151106924423,1,1
FOXJ2::ELF1,16775,20470,0.00395020011377043,1,1
FOXK1,18289,20476,0.00485313956571096,1,1
FOXK2,18296,20482,0.00245530130554033,1,1
FOXL1,18281,20472,0.00647473565076541,1,1
FOXN3,18282,20462,0.0105335202575766,1,1
FOXO1::ELF1,16776,20473,0.00333807868886735,1,1
FOXO1::ELK1,16756,20440,0.0105488670227961,1,1
FOXO1::ELK3,16746,20443,0.00985528282544974,1,1
FOXO1::FLI1,16484,20062,0.0874268119347199,1,1
FOXO4,18286,20477,0.00443352613794455,1,1
FOXO6,18232,20388,0.0396407724357306,1,1
FOXP1,18293,20480,0.00327344690197358,1,1
FOXP2,18144,20121,0.141201091922646,1,1
FOXP3,18297,20483,0.00204564253946069,1,1
FUS3,16590,20260,0.0478984584685135,1,1
FaEOBII,18294,20481,0.00286366306065359,1,1
Fli-Erg-a,16775,20475,0.00288872983678407,1,1
Fli-Erg-b,16775,20472,0.00356148042100437,1,1
Fli-Erg-c,16779,20476,0.00266849978052856,1,1
Fos-b,16500,20286,0.0412008780229539,1,1
FoxA-a,16699,20367,0.0261847427003658,1,1
FoxA-b,16774,20471,0.00372394994446784,1,1
FoxB,16720,20367,0.0263637867588385,1,1
FoxD-b,16767,20462,0.00572670202228534,1,1
FoxE,16777,20477,0.00244310120338743,1,1
FoxF,16762,20447,0.00902409955722585,1,1
FoxG,16780,20478,0.0022219116442961,1,1
FoxI-a,16773,20472,0.00355913396185326,1,1
FoxI-b,16742,20413,0.0164387129231153,1,1
FoxI-c,16780,20478,0.0022219116442961,1,1
FoxK,16776,20477,0.00244229632126336,1,1
FoxL2,16765,20457,0.00682555085165758,1,1
FoxM,16761,20454,0.00747764293892801,1,1
FoxO,16772,20473,0.00333368211416367,1,1
FoxQ,16777,20476,0.00266674101754118,1,1
Foxf1,18286,20468,0.00811602739936413,1,1
Foxj2,18229,20364,0.0491263245516821,1,1
Foxj3,18260,20427,0.0245060415404971,1,1
Foxl2,18288,20466,0.00893786858049622,1,1
Foxn1,16654,20276,0.0454194671036442,1,1
Foxo1,16780,20482,0.00133004424127028,1,1
Foxo3,16780,20481,0.001552625715079,1,1
GABPA,18297,20475,0.00528831645324607,1,1
GAF1,18030,19855,0.233863138585791,1,1
GAL4,19840,20315,0.260770044815353,1,1
GATA-a,16780,20476,0.00266937987574473,1,1
GATA1,18294,20480,0.0032751225981803,1,1
GATA1/2/3,16780,20477,0.0024455184621355,1,1
GATA10,17931,20287,0.069494271833815,1,1
GATA11,17631,19981,0.156613955797896,1,1
GATA12,18297,20485,0.00122559002970107,1,1
GATA14,18195,20423,0.025229069220588,1,1
GATA15,18297,20483,0.00204564253946069,1,1
GATA19,18245,20458,0.0119325662904624,1,1
GATA2,18290,20470,0.00731840405107293,1,1
GATA20,18231,20455,0.013037103756723,1,1
GATA4,18297,20482,0.00245655885357975,1,1
GATA5,18100,20374,0.0424125344959041,1,1
GATA6,18295,20477,0.00445427127026283,1,1
GATA8,18297,20483,0.00204564253946069,1,1
GATA9,18087,20346,0.0525607982232723,1,1
GATAd,16780,20479,0.0019985601160739,1,1
GBF2,18293,20474,0.00569206282931128,1,1
GBF3,16777,20473,0.00333917931925393,1,1
GBX1,18249,20458,0.0119565135374776,1,1
GBX2,18276,20470,0.00726651148640135,1,1
GCM1,18255,20427,0.0244443876412171,1,1
GCM2,18294,20479,0.00368716575985652,1,1
GCN4,16776,20471,0.00372644612354584,1,1
GFI1,17674,19776,0.226134499586625,1,1
GLIS1,1578,3355,0.426150666402377,1,1
GLIS2,17738,19760,0.237646021473467,1,1
GLIS3,15472,17622,0.50166359617914,1,1
GLYMA-06G314400,16777,20477,0.00244310120338743,1,1
GLYMA-07G038400,16780,20481,0.001552625715079,1,1
GLYMA-08G357600,16766,20464,0.00528383189785119,1,1
